quote,author,tags,cleaned_quote,cleaned_author
"“Do not pity the dead, Harry. Pity the living, and, above all those who live without love.”","J.K. Rowling,",[],pity dead harry pity living live without love,jk rowling
“The reason I talk to myself is because Iâ€™m the only one whose answers I accept.”,George Carlin,[],reason talk im one whose answer accept,george carlin
"“A wise girl kisses but doesn't love, listens but doesn't believe, and leaves before she is left.”",Marilyn Monroe,[],wise girl kiss doesnt love listens doesnt believe leaf left,marilyn monroe
“Go to heaven for the climate and hell for the company.”,Benjamin Franklin Wade,[],go heaven climate hell company,benjamin franklin wade
"“I wish it need not have happened in my time,"" said Frodo.""So do I,"" said Gandalf, ""and so do all who live to see such times. But that is not for them to decide. All we have to decide is what to do with the time that is given us.”","J.R.R. Tolkien,",[],wish need happened time said frodoso said gandalf live see time decide decide time given u,jrr tolkien
"“When someone loves you, the way they talk about you is different. You feel safe and comfortable.”","Jess C. Scott,",[],someone love way talk different feel safe comfortable,jess c scott
"“Dumbledore watched her fly away, and as her silvery glow faded he turned back to Snape, and his eyes were full of tears.""After all this time?""""Always,"" said Snape.”","J.K. Rowling,",[],dumbledore watched fly away silvery glow faded turned back snape eye full tearsafter timealways said snape,jk rowling
“There is nothing to writing. All you do is sit down at a typewriter and bleed.”,Ernest Hemingway,[],nothing writing sit typewriter bleed,ernest hemingway
"“I declare after all there is no enjoyment like reading! How much sooner one tires of any thing than of a book! -- When I have a house of my own, I shall be miserable if I have not an excellent library.”","Jane Austen,",[],declare enjoyment like reading much sooner one tire thing book house shall miserable excellent library,jane austen
"“And, when you want something, all the universe conspires in helping you to achieve it.”","Paulo Coelho,",[],want something universe conspires helping achieve,paulo coelho
"“I am good, but not an angel. I do sin, but I am not the devil. I am just a small girl in a big world trying to find someone to love.”",Marilyn Monroe,[],good angel sin devil small girl big world trying find someone love,marilyn monroe
"“He has achieved success who has lived well, laughed often, and loved much;Who has enjoyed the trust of pure women, the respect of intelligent men and the love of little children;Who has filled his niche and accomplished his task;Who has never lacked appreciation of Earth's beauty or failed to express it;Who has left the world better than he found it,Whether an improved poppy, a perfect poem, or a rescued soul;Who has always looked for the best in others and given them the best he had;Whose life was an inspiration;Whose memory a benediction.”","Bessie Anderson Stanley,",[],achieved success lived well laughed often loved muchwho enjoyed trust pure woman respect intelligent men love little childrenwho filled niche accomplished taskwho never lacked appreciation earth beauty failed express itwho left world better found itwhether improved poppy perfect poem rescued soulwho always looked best others given best hadwhose life inspirationwhose memory benediction,bessie anderson stanley
"“You may say I'm a dreamer, but I'm not the only one. I hope someday you'll join us. And the world will live as one.”",John Lennon,[],may say im dreamer im one hope someday youll join u world live one,john lennon
“I've been making a list of the things they don't teach you at school. They don't teach you how to love somebody. They don't teach you how to be famous. They don't teach you how to be rich or how to be poor. They don't teach you how to walk away from someone you don't love any longer. They don't teach you how to know what's going on in someone else's mind. They don't teach you what to say to someone who's dying. They don't teach you anything worth knowing.”,"Neil Gaiman,",[],ive making list thing dont teach school dont teach love somebody dont teach famous dont teach rich poor dont teach walk away someone dont love longer dont teach know whats going someone elses mind dont teach say someone who dying dont teach anything worth knowing,neil gaiman
“â€²Classicâ€² - a book which people praise and don't read.”,Mark Twain,[],classic book people praise dont read,mark twain
“I love mankind ... it's people I can't stand!!”,Charles M. Schulz,[],love mankind people cant stand,charles schulz
“You donâ€™t forget the face of the person who was your last hope.”,"Suzanne Collins,",[],dont forget face person last hope,suzanne collins
“I am free of all prejudice. I hate everyone equally. ”,W.C. Fields,[],free prejudice hate everyone equally,wc field
